0.5774751, 0.650141,0.5867973, 0.650820,0.5817028, 0.638818,0.5974658, 0.681344,0.5848652, 0.654937,0.5773060, 0.755477,0.5506241, 0.672887,0.5729036, 0.790080,0.5453897, 0.620212,0.6201496, 0.674726,0.5930511, 0.626643,0.4412157, 0.766734,0.4279076, 0.726535,0.4776955, 0.578995,0.3477595, 0.627477,0.3704252, 0.599209,0.2450401, 0.6647
0.5745542, 0.634386,0.5818733, 0.635702,0.5822761, 0.632773,0.5879911, 0.665982,0.5864322, 0.655599,0.5596366, 0.750349,0.5549356, 0.690422,0.5193871, 0.686336,0.5135298, 0.635402,0.5790951, 0.628515,0.5705674, 0.616964,0.4342598, 0.773601,0.4346530, 0.733664,0.4166418, 0.564734,0.4183302, 0.553160,0.3054706, 0.641675,0.3071870, 0.6219
0.5586795, 0.629441,0.5622506, 0.626209,0.5647058, 0.627426,0.5783231, 0.656549,0.5784568, 0.655575,0.5564054, 0.740256,0.5588977, 0.714531,0.5023852, 0.781273,0.5178096, 0.650997,0.4941246, 0.678496,0.5392224, 0.614372,0.4377499, 0.769822,0.4429165, 0.733236,0.3623557, 0.603697,0.3687356, 0.580338,0.2505179, 0.634322,0.2553634, 0.6244
0.5667859, 0.644407,0.5737069, 0.637316,0.5764265, 0.634129,0.5811572, 0.665508,0.5872670, 0.660846,0.5521680, 0.743018,0.5750177, 0.718119,0.4853943, 0.780125,0.4951483, 0.604032,0.5216994, 0.614466,0.5715969, 0.604713,0.4226293, 0.764293,0.4445518, 0.715663,0.3359205, 0.643920,0.4778191, 0.578759,0.2197899, 0.677661,0.3717598, 0.6253
0.5735762, 0.626576,0.5800359, 0.623469,0.5817165, 0.625075,0.5901834, 0.650328,0.5914036, 0.647773,0.5673580, 0.719875,0.5694058, 0.699210,0.5333175, 0.787560,0.5225048, 0.635518,0.5123338, 0.682970,0.5726934, 0.609580,0.4374200, 0.783123,0.4418055, 0.746132,0.3759460, 0.608023,0.3725850, 0.598660,0.2911697, 0.705792,0.2887201, 0.6973
0.5773882, 0.639223,0.5838866, 0.637655,0.5830257, 0.634527,0.5948138, 0.670476,0.5908266, 0.655319,0.5740814, 0.753959,0.5582454, 0.688476,0.5244858, 0.687831,0.5180931, 0.632998,0.5840910, 0.617347,0.5810326, 0.608953,0.4389630, 0.783421,0.4330759, 0.741519,0.4442632, 0.560402,0.4390050, 0.547820,0.3379824, 0.651973,0.3208101, 0.6217
0.5789107, 0.659547,0.5898435, 0.659617,0.5863983, 0.650906,0.5969509, 0.689591,0.5925542, 0.668949,0.5716323, 0.758662,0.5556626, 0.693249,0.5731028, 0.762492,0.5530361, 0.624616,0.6170316, 0.677185,0.5973421, 0.640432,0.4396816, 0.763497,0.4260897, 0.727944,0.4960545, 0.592708,0.3528564, 0.597165,0.3879587, 0.599450,0.2547968, 0.6344
0.5815956, 0.652869,0.5894954, 0.651467,0.5911091, 0.645817,0.5997760, 0.681349,0.5960823, 0.671199,0.5676968, 0.750688,0.5652192, 0.707673,0.5563865, 0.766101,0.5666340, 0.647767,0.6056781, 0.661880,0.5926811, 0.632867,0.4376728, 0.759951,0.4356411, 0.725846,0.4738563, 0.581681,0.3569506, 0.612538,0.3671253, 0.586413,0.2607164, 0.6758
0.5747230, 0.637487,0.5850662, 0.635138,0.5858621, 0.636527,0.5916197, 0.669420,0.5919751, 0.668969,0.5666465, 0.753939,0.5648331, 0.725476,0.5092222, 0.666068,0.5080401, 0.651968,0.5729239, 0.633794,0.5710559, 0.626105,0.4337835, 0.790258,0.4400801, 0.764669,0.4168980, 0.556025,0.4178607, 0.548421,0.3038637, 0.600873,0.3068797, 0.5915
0.5677443, 0.647582,0.5765126, 0.641473,0.5786191, 0.639250,0.5810869, 0.674939,0.5874245, 0.667416,0.5550869, 0.764737,0.5752677, 0.731814,0.5098074, 0.687229,0.5710635, 0.629780,0.5079504, 0.702346,0.5717709, 0.609668,0.4205653, 0.760713,0.4439865, 0.711190,0.3475103, 0.610782,0.4687466, 0.567658,0.2415228, 0.637360,0.3706278, 0.6333
0.5626261, 0.640135,0.5686712, 0.637205,0.5746670, 0.633170,0.5784897, 0.666474,0.5856187, 0.654646,0.5565224, 0.750861,0.5834687, 0.723437,0.5286638, 0.635852,0.5702977, 0.615063,0.5786714, 0.606251,0.5819113, 0.603794,0.4191131, 0.771804,0.4436629, 0.731285,0.3433190, 0.651052,0.4745468, 0.570418,0.228462 , 0.695164,0.3688252, 0.6135
0.5664909, 0.638818,0.5753656, 0.633211,0.5738446, 0.631681,0.5847057, 0.660328,0.5847484, 0.659632,0.5627692, 0.749181,0.5630531, 0.709549,0.5231555, 0.669415,0.5203408, 0.624649,0.5847883, 0.621770,0.5835475, 0.617938,0.4304395, 0.779064,0.4354181, 0.742268,0.4205246, 0.566147,0.4176606, 0.551239,0.3077116, 0.671305,0.3145445, 0.6452
0.5774562, 0.640551,0.5859434, 0.638025,0.5821701, 0.633914,0.5967029, 0.665231,0.5872025, 0.651750,0.5703484, 0.733375,0.5503794, 0.683800,0.6056340, 0.645655,0.5779779, 0.627894,0.6156471, 0.653018,0.5988379, 0.631457,0.4359874, 0.767860,0.4184337, 0.731593,0.4568741, 0.565300,0.3449757, 0.613967,0.3607930, 0.622028,0.2581025, 0.6045
0.5835604, 0.652000,0.5903772, 0.653568,0.5876624, 0.639611,0.6044477, 0.683317,0.5883933, 0.656862,0.5845894, 0.755422,0.5569635, 0.677065,0.5876405, 0.784542,0.5496264, 0.626510,0.6260268, 0.681132,0.5954693, 0.628673,0.4405823, 0.764132,0.4278985, 0.725619,0.4899683, 0.590756,0.3404440, 0.645715,0.3721991, 0.598920,0.2423576, 0.6484
0.5807692, 0.668639,0.5876863, 0.666073,0.5897567, 0.662677,0.5905569, 0.711174,0.5953387, 0.689287,0.5564416, 0.759848,0.5718141, 0.708294,0.5359159, 0.677513,0.5898893, 0.646428,0.6042024, 0.646620,0.5991534, 0.631390,0.4313517, 0.765753,0.4320924, 0.729498,0.4412861, 0.560144,0.4404363, 0.547778,0.3214476, 0.646144,0.3094722, 0.6452
0.5775926, 0.629817,0.5849421, 0.631369,0.5875118, 0.632797,0.5925819, 0.664828,0.5926578, 0.665983,0.5632773, 0.748918,0.5682647, 0.725505,0.5281211, 0.771430,0.5173630, 0.653241,0.5148029, 0.683539,0.5699089, 0.636664,0.4349468, 0.769841,0.4383420, 0.739416,0.3810188, 0.582170,0.3880760, 0.567443,0.2687164, 0.612349,0.2706749, 0.6109
0.5640934, 0.641491,0.5707842, 0.637308,0.5757009, 0.634498,0.5816616, 0.664607,0.5865726, 0.661287,0.5554905, 0.753762,0.5722361, 0.735400,0.4948273, 0.617215,0.5620684,0.6258711,0.5740484, 0.609512,0.5740250, 0.610989,0.4235968, 0.765241,0.4403691, 0.728952,0.3385905, 0.635499,0.4861836, 0.589616,0.2233466, 0.646880,0.3707658, 0.6071
0.5652315, 0.630841,0.5723053, 0.624149,0.5760528, 0.626753,0.5803431, 0.648048,0.5856543, 0.652407,0.5584815, 0.727734,0.5666179, 0.717796,0.5216219, 0.705968,0.5572136, 0.663829,0.5692243,0.6188883,0.5785756, 0.617906,0.4259003, 0.769720,0.4329888, 0.738303,0.3598055, 0.601524,0.3616590, 0.594010,0.2691505, 0.690356,0.2638020, 0.6833
0.5700348, 0.629649,0.5738887, 0.626154,0.5770949, 0.626322,0.5833538, 0.654177,0.5899919, 0.648066,0.5550610, 0.742472,0.5688364, 0.695846,0.5206462, 0.683124,0.5647859, 0.628341,0.5796727, 0.623764,0.5810762, 0.614412,0.4316240, 0.758711,0.4406103, 0.714148,0.421213 , 0.568496,0.4222257, 0.554324,0.3155002, 0.661436,0.3221245, 0.6555
0.5710308, 0.639734,0.5795226, 0.636191,0.5720987, 0.632726,0.5931974, 0.672071,0.5747638, 0.645087,0.568672 , 0.756966,0.5457956, 0.664183,0.5672062, 0.800374,0.5293209, 0.610256,0.6039220, 0.689460,0.5841431, 0.658793,0.4379098, 0.773250,0.4181399, 0.734272,0.4748684, 0.577812,0.3354462, 0.621861,0.3707976, 0.625292,0.2458832, 0.6339
0.5739048, 0.649156,0.5824743, 0.643690,0.5801019, 0.642314,0.5909983, 0.670756,0.5812427, 0.658869,0.5641632, 0.755730,0.5496281, 0.687526,0.5585978, 0.772004,0.5385015, 0.610428,0.6002671, 0.667852,0.5855846, 0.641487,0.4313713, 0.764709,0.4189936, 0.732040,0.4633726, 0.570308,0.3415786, 0.612561,0.3558436, 0.613361,0.2470001, 0.6764
0.5757672, 0.628855,0.5844758, 0.627634,0.5834433, 0.626760,0.5909900, 0.665768,0.5877793, 0.661950,0.5678884, 0.755576,0.5569098, 0.708906,0.5074734, 0.722669,0.5062289, 0.659302,0.5575135, 0.628090,0.5563748, 0.614640,0.4319444, 0.782427,0.4357775, 0.741223,0.4028906, 0.565258,0.4082178, 0.553817,0.2905197, 0.623724,0.2942334, 0.6110
0.5607463, 0.645919,0.5662905, 0.634201,0.5683802, 0.636826,0.5772469, 0.663400,0.5817558, 0.664456,0.5527062, 0.751052,0.5660384, 0.739292,0.5269002, 0.770205,0.5689781, 0.648304,0.5709710, 0.641997,0.5798620, 0.619076,0.4294105, 0.775851,0.4444598, 0.737835,0.3484107, 0.620390,0.4637607, 0.563581,0.2318491, 0.644792,0.3625206, 0.6284
0.5612543, 0.642921,0.5645883, 0.635673,0.5700054, 0.636144,0.5757049, 0.656583,0.5835360, 0.656683,0.5519418, 0.734527,0.5726467, 0.726311,0.4869424, 0.787913,0.5155888, 0.621683,0.5064461, 0.687100,0.5727190, 0.613093,0.4225094, 0.771946,0.4398997, 0.735833,0.3551732, 0.632634,0.4749875, 0.564123,0.2429798, 0.693639,0.3687854, 0.6020
0.5755055, 0.634630,0.5841518, 0.631626,0.5833890, 0.630544,0.5911648, 0.663895,0.5878776, 0.655839,0.5633124, 0.750567,0.5613417, 0.713493,0.5284285, 0.666417,0.5211846, 0.641343,0.5829426, 0.620878,0.5834135, 0.618702,0.4266256, 0.775223,0.4290665, 0.736349,0.4162010, 0.568414,0.4138515, 0.557587,0.3090039, 0.674846,0.3130928, 0.6512
0.5792713, 0.639655,0.5882665, 0.638371,0.5845862, 0.633062,0.5985847, 0.660739,0.5879598, 0.646682,0.5749698, 0.730242,0.5531168, 0.686169,0.5599262, 0.714281,0.5359650, 0.643809,0.6074158, 0.644381,0.5852615, 0.622329,0.4364225, 0.770558,0.4164781, 0.734531,0.4733501, 0.585186,0.3759788, 0.575192,0.3820169, 0.628940,0.2777341, 0.5675
